CELL_ID,GRID_ID,,,RSRP,,
20598018,11678900|3972480,11678900,3972480,-87.81,116.789,39.7248
226794699,11644760|3982020,11644760,3982020,-87.73,116.4476,39.8202
19128329,11646680|3994960,11646680,3994960,-96.73,116.4668,39.9496
227119817,11638140|3996680,11638140,3996680,-89.09,116.3814,39.9668
127347341,11630320|3975280,11630320,3975280,-97.15,116.3032,39.7528
23920586,11656380|4010420,11656380,4010420,-100.57,116.5638,40.1042
20929283,11649940|4020220,11649940,4020220,-98.1,116.4994,40.2022
24538059,11656840|3976520,11656840,3976520,-90.47,116.5684,39.7652
19190785,11667600|4026180,11667600,4026180,-95.6,116.676,40.2618
227344841,11650820|3998160,11650820,3998160,-89.22,116.5082,39.9816
4282115,11702120|4014220,11702120,4014220,-87.12,117.0212,40.1422
20423938,11628640|3980660,11628640,3980660,-82.91,116.2864,39.8066
23851722,11658280|3996780,11658280,3996780,-100.92,116.5828,39.9678
22262986,11664520|4032000,11664520,4032000,-84.82,116.6452,40.32
20495873,11654820|3989020,11654820,3989020,-83.69,116.5482,39.8902
11140997,11680760|4021380,11680760,4021380,-94.25,116.8076,40.2138
18948098,11655160|3989700,11655160,3989700,-91.14,116.5516,39.897
18961165,11713380|4015420,11713380,4015420,-90.86,117.1338,40.1542
23104458,11700820|4010120,11700820,4010120,-95.44,117.0082,40.1012
228506058,11655720|4007100,11655720,4007100,-98.88,116.5572,40.071
20765200,11645400|4004020,11645400,4004020,-93.63,116.454,40.0402
227768522,11647100|3999920,11647100,3999920,-96.87,116.471,39.9992
19328012,11666720|4032440,11666720,4032440,-92.17,116.6672,40.3244
20532226,11682700|3973680,11682700,3973680,-91.04,116.827,39.7368
127212420,11683460|3974140,11683460,3974140,-84.4,116.8346,39.7414
19385859,11663760|4029180,11663760,4029180,-96.13,116.6376,40.2918
22273021,11663700|4029940,11663700,4029940,-100.09,116.637,40.2994
18941698,11649480|3976760,11649480,3976760,-88.68,116.4948,39.7676
20532226,11682680|3973680,11682680,3973680,-91.59,116.8268,39.7368
22234826,11689400|4009480,11689400,4009480,-98.9,116.894,40.0948
25234648,11664520|4005880,11664520,4005880,-100.83,116.6452,40.0588
25204937,11682200|3973380,11682200,3973380,-99.75,116.822,39.7338
22291659,11701580|4004580,11701580,4004580,-101.24,117.0158,40.0458
18755076,11642220|3984640,11642220,3984640,-77.18,116.4222,39.8464
227159243,11641540|3998420,11641540,3998420,-94,116.4154,39.9842
19042562,11710680|4015940,11710680,4015940,-84.11,117.1068,40.1594
228085706,11673520|3990200,11673520,3990200,-85.66,116.7352,39.902
20580609,11711780|4015660,11711780,4015660,-78.88,117.1178,40.1566
20846851,11653500|4024540,11653500,4024540,-98.08,116.535,40.2454
227049161,11640900|3983160,11640900,3983160,-82.94,116.409,39.8316
129091204,11677920|4006620,11677920,4006620,-97.13,116.7792,40.0662
127212420,11684040|3974640,11684040,3974640,-86.63,116.8404,39.7464
129116551,11642240|3994000,11642240,3994000,-81.97,116.4224,39.94
129092741,11662520|4006860,11662520,4006860,-89.26,116.6252,40.0686
20339458,11653160|3976740,11653160,3976740,-93.11,116.5316,39.7674
127233178,11663280|3990100,11663280,3990100,-94.4,116.6328,39.901
24532437,11670100|3987360,11670100,3987360,-99.21,116.701,39.8736
228505547,11642360|4004600,11642360,4004600,-89.76,116.4236,40.046
25237962,11655440|4012780,11655440,4012780,-102.55,116.5544,40.1278
127466126,11642140|4007280,11642140,4007280,-78.8,116.4214,40.0728
18880781,11712220|4013940,11712220,4013940,-96.2,117.1222,40.1394
127140239,11663880|3988260,11663880,3988260,-98.06,116.6388,39.8826
20592898,11680060|3972520,11680060,3972520,-96.4,116.8006,39.7252
20531459,11686900|3974600,11686900,3974600,-96.07,116.869,39.746
24515018,11700500|4024420,11700500,4024420,-103.19,117.005,40.2442
20643331,11728720|4021900,11728720,4021900,-96.11,117.2872,40.219
18861319,11641560|3984840,11641560,3984840,-78.64,116.4156,39.8484
20536835,11681000|3968820,11681000,3968820,-94.3,116.81,39.6882
23926473,11655620|4006220,11655620,4006220,-86.93,116.5562,40.0622
127212421,11682720|3973700,11682720,3973700,-92.77,116.8272,39.737
20629763,11677260|3972040,11677260,3972040,-86.12,116.7726,39.7204
227207882,11638940|4000060,11638940,4000060,-79.36,116.3894,40.0006
20841219,11664360|4005940,11664360,4005940,-81.79,116.6436,40.0594
19034370,11717380|4012480,11717380,4012480,-98.69,117.1738,40.1248
20942339,11678220|4003740,11678220,4003740,-90.05,116.7822,40.0374
20313860,11621460|3984880,11621460,3984880,-103.39,116.2146,39.8488
23961803,11638640|3974220,11638640,3974220,-97.47,116.3864,39.7422
20753154,11656600|3989220,11656600,3989220,-82.1,116.566,39.8922
23902411,11683080|4006880,11683080,4006880,-95.94,116.8308,40.0688
20598018,11680060|3972520,11680060,3972520,-94.66,116.8006,39.7252
226774219,11647100|3987500,11647100,3987500,-78.93,116.471,39.875
23110345,11701020|4007160,11701020,4007160,-87.67,117.0102,40.0716
20946440,11647900|3999680,11647900,3999680,-94.82,116.479,39.9968
22328266,11642700|3986140,11642700,3986140,-103.53,116.427,39.8614
20495373,11656420|3989300,11656420,3989300,-84.85,116.5642,39.893
18488322,11620080|3975080,11620080,3975080,-86.46,116.2008,39.7508
20416003,11630120|3978180,11630120,3978180,-88.06,116.3012,39.7818
23932362,11680560|4019060,11680560,4019060,-101.68,116.8056,40.1906
20835329,11654480|3995100,11654480,3995100,-99,116.5448,39.951
127404164,11614140|3973320,11614140,3973320,-78.6,116.1414,39.7332
22906570,11654480|3995160,11654480,3995160,-104.54,116.5448,39.9516
23873225,11649460|3993440,11649460,3993440,-95.38,116.4946,39.9344
226600906,11710820|4016080,11710820,4016080,-92.05,117.1082,40.1608
18562563,11624120|3985500,11624120,3985500,-110.47,116.2412,39.855
20846851,11653700|4024620,11653700,4024620,-90.13,116.537,40.2462
23826124,11652500|3990420,11652500,3990420,-91.67,116.525,39.9042
24529865,11691180|3980200,11691180,3980200,-92.71,116.9118,39.802
22415050,11707960|4018200,11707960,4018200,-93.33,117.0796,40.182
22229706,11688940|4005820,11688940,4005820,-86.89,116.8894,40.0582
18562819,11623420|3986060,11623420,3986060,-93.65,116.2342,39.8606
23265749,11629000|3977560,11629000,3977560,-92.03,116.29,39.7756
20452609,11658360|3988480,11658360,3988480,-95.78,116.5836,39.8848
4307458,11704000|4027160,11704000,4027160,-88.72,117.04,40.2716
23042773,11662580|4009200,11662580,4009200,-93.77,116.6258,40.092
19365633,11682560|4034060,11682560,4034060,-81.7,116.8256,40.3406
23231689,11690300|3978540,11690300,3978540,-95.48,116.903,39.7854
20891905,11662520|4009380,11662520,4009380,-82.09,116.6252,40.0938
20745731,11657420|4020580,11657420,4020580,-99.17,116.5742,40.2058
25123027,11652320|3980640,11652320,3980640,-101.04,116.5232,39.8064
11046277,11699920|4006520,11699920,4006520,-82.32,116.9992,40.0652
18114817,11633500|4003760,11633500,4003760,-81.11,116.335,40.0376
23872203,11646060|4001600,11646060,4001600,-81.45,116.4606,40.016
19110146,11642800|3994880,11642800,3994880,-83.32,116.428,39.9488
20742915,11659620|4001700,11659620,4001700,-91.08,116.5962,40.017
23093961,11721680|4015780,11721680,4015780,-89.24,117.2168,40.1578
18331142,11632840|3990960,11632840,3990960,-77.5,116.3284,39.9096
4533505,11650580|4003280,11650580,4003280,-88.18,116.5058,40.0328
22263241,11664900|4026520,11664900,4026520,-88,116.649,40.2652
25106122,11653260|3978840,11653260,3978840,-88.68,116.5326,39.7884
129342852,11577760|3954060,11577760,3954060,-69.33,115.7776,39.5406
20743683,11685640|4011300,11685640,4011300,-101.98,116.8564,40.113
19189250,11664180|4032920,11664180,4032920,-97.35,116.6418,40.3292
25204937,11682780|3973760,11682780,3973760,-92.62,116.8278,39.7376
11235205,11633400|3982100,11633400,3982100,-92.97,116.334,39.821
19423757,11663280|4024720,11663280,4024720,-91.18,116.6328,40.2472
18870285,11639860|3983080,11639860,3983080,-81.72,116.3986,39.8308
127404165,11614120|3973300,11614120,3973300,-86.58,116.1412,39.733
22037194,11637440|3997760,11637440,3997760,-104.43,116.3744,39.9776
129342852,11577700|3954040,11577700,3954040,-88.6,115.777,39.5404
20580611,11711200|4015840,11711200,4015840,-95.28,117.112,40.1584
24458186,11665740|3966520,11665740,3966520,-97.21,116.6574,39.6652
127404163,11614260|3973660,11614260,3973660,-76.76,116.1426,39.7366
20867586,11666720|4000720,11666720,4000720,-95.75,116.6672,40.0072
19423757,11662860|4027280,11662860,4027280,-90.8,116.6286,40.2728
20867587,11665620|4001760,11665620,4001760,-99.56,116.6562,40.0176
128994181,11651920|4016120,11651920,4016120,-98.84,116.5192,40.1612
23976642,11635800|3974740,11635800,3974740,-103.13,116.358,39.7474
19328769,11668220|4037140,11668220,4037140,-96.45,116.6822,40.3714
22432203,11642520|3983540,11642520,3983540,-96.82,116.4252,39.8354
19247116,11665040|4013320,11665040,4013320,-96.32,116.6504,40.1332
22864074,11656800|4013020,11656800,4013020,-96,116.568,40.1302
129088387,11685360|4013640,11685360,4013640,-96,116.8536,40.1364
20930818,11681600|4014040,11681600,4014040,-82.93,116.816,40.1404
22499787,11628520|3979540,11628520,3979540,-92.41,116.2852,39.7954
25656010,11642040|3983560,11642040,3983560,-94.87,116.4204,39.8356
18950146,11659020|3983900,11659020,3983900,-80.31,116.5902,39.839
128796804,11666080|3961660,11666080,3961660,-91.66,116.6608,39.6166
19328769,11668520|4037500,11668520,4037500,-90,116.6852,40.375
23855578,11642720|4004380,11642720,4004380,-89.19,116.4272,40.0438
18933251,11652180|3980660,11652180,3980660,-83.42,116.5218,39.8066
22276299,11711800|4015600,11711800,4015600,-98.04,117.118,40.156
20781315,11656700|3984400,11656700,3984400,-103.14,116.567,39.844
25245435,11662420|4026900,11662420,4026900,-108,116.6242,40.269
4307459,11704020|4027160,11704020,4027160,-90.82,117.0402,40.2716
4565250,11679100|4020200,11679100,4020200,-89.65,116.791,40.202
4307459,11703960|4027100,11703960,4027100,-91.13,117.0396,40.271
22996939,11682660|4020260,11682660,4020260,-96.36,116.8266,40.2026
24511689,11717000|4012440,11717000,4012440,-80.67,117.17,40.1244
4278529,11689940|3978300,11689940,3978300,-94.38,116.8994,39.783
228085706,11673320|3990200,11673320,3990200,-81.15,116.7332,39.902
19413251,11673240|4032860,11673240,4032860,-83.25,116.7324,40.3286
22312905,11658680|3975580,11658680,3975580,-104.38,116.5868,39.7558
23021258,11674360|4014360,11674360,4014360,-97.56,116.7436,40.1436
19365633,11682400|4034040,11682400,4034040,-82.01,116.824,40.3404
228517834,11660440|4015060,11660440,4015060,-94.55,116.6044,40.1506
11139972,11678160|4026380,11678160,4026380,-84.25,116.7816,40.2638
22287819,11700820|4010160,11700820,4010160,-93.73,117.0082,40.1016
20339459,11653460|3976600,11653460,3976600,-91.07,116.5346,39.766
126891908,11648400|4011420,11648400,4011420,-89.64,116.484,40.1142
22273021,11663740|4029960,11663740,4029960,-94.33,116.6374,40.2996
19413251,11673340|4032380,11673340,4032380,-79.78,116.7334,40.3238
4545032,11648320|3999860,11648320,3999860,-85.08,116.4832,39.9986
18870283,11638640|3983960,11638640,3983960,-103.35,116.3864,39.8396
20621057,11669900|3966420,11669900,3966420,-90.11,116.699,39.6642
25239243,11662060|4013160,11662060,4013160,-81.54,116.6206,40.1316
18429186,11613300|3973440,11613300,3973440,-89.6,116.133,39.7344
228504265,11658520|3990820,11658520,3990820,-85.24,116.5852,39.9082
23909066,11669400|4003980,11669400,4003980,-90.55,116.694,40.0398
19406387,11657960|4006500,11657960,4006500,-95.79,116.5796,40.065
22330876,11641360|3979800,11641360,3979800,-97.06,116.4136,39.798
20881411,11663680|4002840,11663680,4002840,-104.57,116.6368,40.0284
127099781,11662960|4033000,11662960,4033000,-102.11,116.6296,40.33
20753154,11656480|3989280,11656480,3989280,-91.68,116.5648,39.8928
19027201,11649540|3973720,11649540,3973720,-89.88,116.4954,39.7372
25239243,11662080|4013340,11662080,4013340,-82.88,116.6208,40.1334
18814516,11650820|3990700,11650820,3990700,-80.88,116.5082,39.907
25621706,11641240|3997600,11641240,3997600,-86.69,116.4124,39.976
20847362,11662840|4008140,11662840,4008140,-82.43,116.6284,40.0814
18362369,11636680|3989060,11636680,3989060,-91.38,116.3668,39.8906
20616194,11669380|3983560,11669380,3983560,-93.01,116.6938,39.8356
11123354,11687940|4005260,11687940,4005260,-100.91,116.8794,40.0526
20799491,11677880|4021020,11677880,4021020,-95.04,116.7788,40.2102
19406387,11657860|4006920,11657860,4006920,-93,116.5786,40.0692
20930818,11681780|4014260,11681780,4014260,-90.71,116.8178,40.1426
23908554,11674660|4011620,11674660,4011620,-106.44,116.7466,40.1162
20803074,11693380|4006000,11693380,4006000,-102,116.9338,40.06
25656010,11642380|3983580,11642380,3983580,-97.91,116.4238,39.8358
127776132,11681800|3973200,11681800,3973200,-91.68,116.818,39.732
19041793,11725960|4016760,11725960,4016760,-95.11,117.2596,40.1676
22251721,11669520|4031500,11669520,4031500,-101.5,116.6952,40.315
127057797,11660080|3988640,11660080,3988640,-88.97,116.6008,39.8864
22432202,11641940|3982980,11641940,3982980,-94.43,116.4194,39.8298
228085706,11673660|3990100,11673660,3990100,-82.97,116.7366,39.901
18969653,11640040|3988380,11640040,3988380,-103.82,116.4004,39.8838
20753154,11655880|3989380,11655880,3989380,-88.67,116.5588,39.8938
19236109,11663460|4011620,11663460,4011620,-86.51,116.6346,40.1162
24520900,11712320|4016380,11712320,4016380,-105.03,117.1232,40.1638
23886793,11676960|4007260,11676960,4007260,-77.17,116.7696,40.0726
226774219,11647140|3987180,11647140,3987180,-76.25,116.4714,39.8718
126995600,11645460|4003940,11645460,4003940,-90.36,116.4546,40.0394
127002260,11655900|3995960,11655900,3995960,-95.32,116.559,39.9596
20641795,11701900|4008400,11701900,4008400,-92.42,117.019,40.084
23387593,11616480|4006700,11616480,4006700,-83.17,116.1648,40.067
127776133,11680040|3972520,11680040,3972520,-100.86,116.8004,39.7252
24511689,11717720|4012240,11717720,4012240,-88.13,117.1772,40.1224
127009155,11655200|3995720,11655200,3995720,-102,116.552,39.9572
227344841,11650780|3998200,11650780,3998200,-91.74,116.5078,39.982
22870219,11658660|3983720,11658660,3983720,-103.28,116.5866,39.8372
19185716,11663680|4033600,11663680,4033600,-94.27,116.6368,40.336
18243075,11636800|3996680,11636800,3996680,-80.57,116.368,39.9668
20068610,11636400|4003020,11636400,4003020,-98.25,116.364,40.0302
23100873,11704220|4016440,11704220,4016440,-100.61,117.0422,40.1644
23099081,11712920|4013180,11712920,4013180,-82.76,117.1292,40.1318
127404164,11614180|3973400,11614180,3973400,-78.54,116.1418,39.734
23265749,11629060|3977520,11629060,3977520,-83.21,116.2906,39.7752
18903821,11645540|3983440,11645540,3983440,-93.05,116.4554,39.8344
23822547,11646060|4001700,11646060,4001700,-75.3,116.4606,40.017
19027202,11649340|3972660,11649340,3972660,-100.19,116.4934,39.7266
18429442,11612940|3972880,11612940,3972880,-95.92,116.1294,39.7288
227225290,11663020|3990520,11663020,3990520,-66.16,116.6302,39.9052
23030986,11655480|4017760,11655480,4017760,-100.51,116.5548,40.1776
23932362,11680600|4019120,11680600,4019120,-91.15,116.806,40.1912
23983307,11647380|3978800,11647380,3978800,-90.78,116.4738,39.788
20575233,11716920|4012640,11716920,4012640,-94.64,117.1692,40.1264
20515586,11653860|3974340,11653860,3974340,-100,116.5386,39.7434
11046277,11699820|4006400,11699820,4006400,-73.29,116.9982,40.064
23928009,11695860|4014840,11695860,4014840,-99.57,116.9586,40.1484
20970755,11662440|3998340,11662440,3998340,-104.45,116.6244,39.9834
23923672,11665260|4015620,11665260,4015620,-98.84,116.6526,40.1562
22281667,11718300|4035520,11718300,4035520,-108.43,117.183,40.3552
127032197,11662380|3998360,11662380,3998360,-103.79,116.6238,39.9836
4422914,11648360|3955960,11648360,3955960,-96.29,116.4836,39.5596
22262986,11664260|4032160,11664260,4032160,-87.57,116.6426,40.3216
127033993,11645100|3991200,11645100,3991200,-87.69,116.451,39.912
20539137,11667620|3998960,11667620,3998960,-102.91,116.6762,39.9896
18898445,11710600|4014460,11710600,4014460,-104.62,117.106,40.1446
19336963,11669640|4036820,11669640,4036820,-96.28,116.6964,40.3682
24511689,11717320|4012160,11717320,4012160,-93.86,117.1732,40.1216
129051524,11655780|4031380,11655780,4031380,-96.77,116.5578,40.3138
23146699,11649700|3975400,11649700,3975400,-91.3,116.497,39.754
129046148,11649400|3989040,11649400,3989040,-77.67,116.494,39.8904
11223689,11642060|3983940,11642060,3983940,-85.52,116.4206,39.8394
25204937,11682540|3973600,11682540,3973600,-96.11,116.8254,39.736
18797323,11663600|3992840,11663600,3992840,-97.03,116.636,39.9284
23822547,11646040|4001620,11646040,4001620,-79.06,116.4604,40.0162
24505289,11704260|4027120,11704260,4027120,-93.67,117.0426,40.2712
22744275,11635660|4008720,11635660,4008720,-87.13,116.3566,40.0872
23975631,11657140|3979460,11657140,3979460,-100.18,116.5714,39.7946
25185994,11663660|3989500,11663660,3989500,-90.88,116.6366,39.895
23886793,11677920|4006620,11677920,4006620,-99.14,116.7792,40.0662
20839437,11660620|3986860,11660620,3986860,-84.44,116.6062,39.8686
22817225,11673920|4033300,11673920,4033300,-101,116.7392,40.333
20866563,11670020|4004760,11670020,4004760,-94.75,116.7002,40.0476
22231242,11659000|4019280,11659000,4019280,-99.7,116.59,40.1928
19455758,11665500|4006580,11665500,4006580,-89.75,116.655,40.0658
22262985,11664320|4032200,11664320,4032200,-80.28,116.6432,40.322
126891653,11685700|4022220,11685700,4022220,-105,116.857,40.2222
20803074,11693380|4005960,11693380,4005960,-96.53,116.9338,40.0596
226705359,11665500|4006600,11665500,4006600,-94.07,116.655,40.066
24467157,11626060|3978640,11626060,3978640,-101.38,116.2606,39.7864
226713290,11663600|4019520,11663600,4019520,-92.11,116.636,40.1952
22863307,11674820|4002760,11674820,4002760,-76.31,116.7482,40.0276
22233801,11648820|4016800,11648820,4016800,-102.53,116.4882,40.168
22895049,11663080|3989200,11663080,3989200,-101.17,116.6308,39.892
19042561,11711360|4016500,11711360,4016500,-90.76,117.1136,40.165
19385869,11663840|4029500,11663840,4029500,-95,116.6384,40.295
20779777,11662640|3998860,11662640,3998860,-106.17,116.6264,39.9886
126890885,11650360|4020900,11650360,4020900,-91.61,116.5036,40.209
19305731,11657260|4028200,11657260,4028200,-81.94,116.5726,40.282
23870205,11638700|3998840,11638700,3998840,-100,116.387,39.9884
4281347,11701160|4016960,11701160,4016960,-95,117.0116,40.1696
18901525,11639040|3990360,11639040,3990360,-80.25,116.3904,39.9036
18429442,11612940|3972940,11612940,3972940,-84.52,116.1294,39.7294
20626185,11666720|3982920,11666720,3982920,-96.29,116.6672,39.8292
